,words,repeated
5309,once told,1
5310,told a,1
5311,a caller,1
5312,caller that,1
5313,that Rudy,0
5314,Rudy Giuliani,0
5315,Giuliani drank,0
5316,drank too,1
5317,too much,0
5318,much was,0
5319,a loose,1
5320,loose cannon,0
5321,cannon and,0
5322,and said,1
5323,said a,0
5324,of s,0
5325,s that,0
5326,that wasnt,0
5327,wasnt true,0
5328,true new,0
5329,says httpstcofwmZxCVIE,0
5330,httpstcofwmZxCVIE via,0
5331,YahooNews How,0
5332,How dare,0
5333,dare the,1
5334,the Cheeto,0
5335,Cheeto speak,0
5336,speak of,1
5337,of HIS,0
5338,HIS lawyer,0
5339,lawyer this,1
5340,this way,0
5341,way The,0
5342,The grifter,0
5343,grifter and,3
5344,at work,1
5345,work back,1
5346,back stabbing,1
5347,stabbing again,0
5348,Imagine smiling,0
5349,smiling after,2
5350,after a,2
5351,a slap,2
5352,slap in,2
5353,the face,0
5354,face Then,0
5355,Then think,0
5356,of doing,2
5357,doing it,2
5358,it twentyfour,0
5359,twentyfour hours,0
5360,hours a,2
5361,a day,0
5362,day Markus,0
5363,Song of,0
5364,of Ice,0
5365,Ice and,0
5366,and Fire,0
5367,The AlienistAngel,0
5368,AlienistAngel of,0
5369,of Darkness,0
5370,dwivivivi The,0
5371,Any of,0
5372,the Dan,0
5373,Dan Brown,0
5374,Brown books,0
5375,A thousand,0
5376,thousand splendid,2
5377,suns by,1
5378,by Khaled,0
5379,Khaled Hosseini,0
5380,The kite,0
5381,runner by,1
5382,The krishna,0
5383,krishna key,0
5384,These are,0
5385,are all,2
5386,all fiction,0
5387,As for,0
5388,for nonfiction,0
5389,Mans search,0
5390,search for,1
5391,for meaning,0
5392,Wings of,0
5393,of fire,0
5394,Attitude is,0
5395,is everything,0
5396,was and,1
5397,a selfinsert,0
5398,selfinsert fic,0
5399,fic for,1
5400,Lord bookmovie,0
5401,bookmovie cause,0
5402,cause I,0
5403,huge crush,1
5404,crush on,1
5405,on Scipio,0
5406,Scipio ðŸ,0
5407,ðŸ httpstcohuWTcgl,0
5408,laurenboebert How,0
5409,How green,0
5410,green with,1
5411,with jealousy,1
5412,jealousy are,1
5413,are you,2
5414,you guys,1
5415,guys If,0
5416,If your,0
5417,your golden,1
5418,golden idol,1
5419,idol wasnt,0
5420,wasnt a,0
5421,a con,1
5422,con artist,0
5423,artist you,0
5424,you would,1
5425,that your,2
5426,your idol,1
5427,idol also,1
5428,also lives,1
5429,lives in,1
5430,of private,2
5431,private jets,0
5432,jets Be,0
5433,Be silent,0
5434,silent and,1
5435,and read,1
5436,ONCE A,0
5437,A THIEF,0
5438,THIEF wasnt,0
5439,wasnt the,0
5440,first time,3
5441,time Delon,0
5442,Delon was,0
5443,a film,1
5444,film based,1
5445,a Zekial,0
5446,Zekial Marko,0
5447,Marko book,0
5448,book Two,0
5449,Two years,0
5450,years earlier,1
5451,earlier Delon,0
5452,Delon starred,0
5453,starred with,1
5454,with Jean,0
5455,Jean Gabin,0
5456,Gabin in,0
5457,in ANY,0
5458,ANY NUMBER,0
5459,NUMBER CAN,0
5460,CAN WIN,0
5461,WIN which,0
5462,which was,2
5463,was an,2
5464,an adaptation,2
5465,of Markos,0
5466,Markos heist,0
5467,heist novel,1
5468,novel THE,0
5469,THE BIG,0
5470,BIG GRAB,0
5471,GRAB written,0
5472,written under,1
5473,under his,1
5474,his pen,1
5475,pen name,1
5476,name John,0
5477,John Trinian,0
5478,Trinian httpstcoTaPLGXw,0
5479,Playing today,0
5480,today on,1
5481,on TCM,0
5482,TCM is,0
5483,is ONCE,0
5484,THIEF Alain,0
5485,Alain Delon,0
5486,Delon plays,0
5487,plays an,1
5488,an excon,0
5489,excon trying,0
5490,make a,1
5491,better life,1
5492,life but,1
5493,but things,1
5494,things dont,0
5495,dont go,0
5496,go as,1
5497,as planned,0
5498,planned I,0
5499,like this,2
5500,this film,1
5501,film and,2
5502,book it,3
5503,was based,1
5504,on which,0
5505,which has,0
5506,a different,1
5507,different ending,0
5508,ending SCRATCH,0
5509,SCRATCH A,0
5510,THIEF by,0
5511,by Zekial,0
5512,Marko who,0
5513,who also,1
5514,also wrote,2
5515,the screenplay,0
5516,screenplay httpstcoUSedq,0
5517,brainpicker Amazing,0
5518,Amazing choices,0
5519,choices And,0
5520,And the,0
5521,is by,1
5522,sohoooom I,0
5523,dont think,0
5524,think I,0
5525,can choose,1
5526,but Ill,0
5527,Ill try,0
5528,Thief forgot,0
5529,forgot the,1
5530,the authors,0
5531,authors name,0
5532,SciFi Horror,0
5533,Pop travelIntheair,0
5534,has WorldÂÂs,0
5535,Bridge at,0
5536,Romoun entered,0
5537,the ruins,1
5538,ruins of,1
5539,of Hamal,0
5540,Hamal in,0
5541,in Truconia,0
5542,Truconia looking,0
5543,the Fates,0
5544,Fates knew,0
5545,the clever,1
5546,clever thief,1
5547,finsihed reading,0
5548,thief stars,0
5549,stars BUT,0
5550,BUT I,0
5551,can easily,1
5552,easily see,1
5553,see how,2
5554,how people,1
5555,people donât,0
5556,donât like,0
5557,it i,1
5558,i thought,2
5559,thought the,1
5560,the writing,2
5561,writing was,1
5562,was pretty,1
5563,pretty and,1
5564,and poetic,1
5565,poetic however,1
5566,however it,1
5567,it can,1
5568,be long,1
5569,long winded,1
5570,winded at,1
5571,at times,0
5572,times also,0
5573,also pretty,1
5574,pretty much,1
5575,much nothing,1
5576,nothing happens,1
5577,happens until,1
5578,last pages,1
5579,pages but,1
5580,enjoyed the,3
5581,the characters,2
5582,characters so,1
5583,so didnt,1
5584,didnt mind,0
5585,watch Military,0
5586,Military Documentaries,0
5587,Slipknot and,0
5588,plan Hard,0
5589,Hard Rock,0
5590,Mrs Narda,0
5591,Narda Lugo,0
5592,Lugo librarian,0
5593,librarian at,2
5594,at Raul,0
5595,Raul Yzaguirre,0
5596,Yzaguirre Middle,0
5597,Middle School,0
5598,School is,0
5599,is currently,2
5600,by author,2
5601,author Markus,0
5602,book can,2
5603,be found,2
5604,found on,2
5605,on MackinVIA,0
5606,MackinVIA Check,0
5607,out psjareads,0
5608,psjareads psjalibrarians,0
5609,psjalibrarians httpstcofHKUatqWG,0
5610,His Thief,0
5611,Thief Omegas,0
5612,Omegas for,0
5613,the Fae,0
5614,Fae Kings,0
5615,Kings is,0
5616,now liveÂðŸŠ,0
5617,liveÂðŸŠ httpstcoTcjWlSlgB,0
5618,âœComparison is,0
5619,of joyâ,0
5620,joyâ â,0
5621,â Theodore,0
5622,Theodore Roosevelt,0
5623,Roosevelt ðŸ,0
5624,Book our,0
5625,our taxi,1
5626,taxi now,1
5627,now and,1
5628,and travel,1
5629,travel easily,1
5630,easily anywhere,0
5631,taxiservicesprovider hireataxi,0
5632,hireataxi professionaltaxiservice,0
5633,professionaltaxiservice magnumtaxis,0
5634,magnumtaxis trustedtaxidrivers,0
5635,trustedtaxidrivers staffordshire,0
5636,staffordshire stokeontrent,0
5637,stokeontrent httpstcoCsrQseyzc,0
5638,Did you,0
5639,you miss,1
5640,miss my,1
5641,my interview,1
5642,Buehlmeister for,0
5643,for his,1
5644,his novel,1
5645,THE BLACKTONGUE,0
5646,BLACKTONGUE THIEF,0
5647,THIEF No,0
5648,No worries,0
5649,worries heres,0
5650,heres a,0
5651,a podcast,0
5652,liluzihurt The,0
5653,Markus Zuzak,0
5654,book literally,1
5655,literally defines,1
5656,defines beautiful,1
5657,beautiful âœ,0
5658,Iâm gon,0
5659,na put,0
5660,put The,0
5661,Thief in,0
5662,the bin,1
5663,bin because,1
5664,because how,1
5665,how did,2
5666,did this,1
5667,this dead,1
5668,dead tree,1
5669,tree make,1
5670,make me,2
5671,VraPayne Book,0
5672,my YA,0
5673,YA Fantasy,0
5674,Fantasy series,0
5675,series where,0
5676,where thief,28
5677,thief Juniper,0
5678,Juniper enters,0
5679,enters the,28
5680,the deadliest,28
5681,deadliest con,28
5682,con of,28
5683,of her,28
5684,her life,0
5685,life posing,0
5686,posing as,27
5687,the crown,28
5688,crown princes,0
5689,princes lover,0
5690,lover httpstcoIVwQrZFcG,0
5691,Make sure,0
5692,sure to,1
5693,to purchase,1
5694,AdamSchiff book,0
5695,book Adam,0
5696,Adam has,0
5697,has always,1
5698,always stood,1
5699,stood up,1
5700,worst Pres,0
5701,Pres in,0
5702,in history,1
5703,history and,1
5704,is for,1
5705,the Country,0
5706,Country not,0
5707,not corruption,0
5708,corruption Image,0
5709,Image the,0
5710,the meltdown,1
5711,meltdown the,1
5712,the ConmaninThief,0
5713,ConmaninThief will,0
5714,will have,1
5715,have when,1
5716,when the,2
5717,book hits,1
5718,hits httpstcovhuqaVRTf,0
5719,Thief âï,0
5720,âï httpstcoCxZSApSh,0
5721,ADiAngelo Book,0
5722,lover httpstcoIVwQrZWNtg,0
5723,ttperryplay Book,0
5724,PichaelMarkes Book,0
5725,JAEMNIST i,0
5726,i havent,0
5727,it yet,1
5728,but i,12
5729,i heard,2
5730,heard geek,1
5731,geek love,1
5732,good although,1
5733,although its,0
5734,its really,0
5735,really fucked,1
5736,fucked up,1
5737,up what,0
5738,what they,0
5739,they said,0
5740,the silent,1
5741,silent patient,1
5742,Iâve said,0
5743,said it,1
5744,it before,2
5745,before Iâll,0
5746,Iâll say,0
5747,it again,0
5748,again comparison,0
5749,comparison is,1
5750,to your,2
5751,your joy,0
5752,joy Focus,0
5753,Focus on,0
5754,things youâve,0
5755,youâve accomplished,0
5756,accomplished big,0
5757,big or,1
5758,or small,0
5759,small Thereâs,0
5760,Thereâs not,0
5761,a rule,1
5762,rule book,1
5763,to being,1
5764,being an,1
5765,an adult,0
5766,adult We,0
5767,We are,0
5768,all out,1
5769,out here,1
5770,here trying,1
5771,trying and,1
5772,and thatâs,0
5773,thatâs all,0
5774,all you,1
5775,can do,0
5776,mattcolville just,1
5777,just rocketed,1
5778,rocketed through,1
5779,through Priest,0
5780,Priest it,0
5781,was excellent,0
5782,excellent I,0
5783,a spoiler,0
5784,spoiler type,0
5785,type question,1
5786,question though,0
5787,though is,0
5788,is there,1
5789,there a,1
5790,a forum,1
5791,forum where,1
5792,where I,0
5793,can ask,1
5794,ask it,1
5795,it and,2
5796,and not,3
5797,not reveal,1
5798,reveal details,1
5799,details of,1
5800,book Starting,0
5801,Starting Thief,0
5802,Thief tonight,0
5803,Meet bestselling,0
5804,bestselling author,0
5805,author Joseph,0
5806,Joseph Bruchac,0
5807,Bruchac next,0
5808,next Thursday,0
5809,Thursday at,0
5810,at SLJs,0
5811,SLJs Picture,0
5812,Picture Book,0
5813,Book Palooza,0
5814,Palooza and,0
5815,and receive,1
5816,receive a,1
5817,a signed,1
5818,signed copy,1
5819,The Powwow,0
5820,Powwow Thief,0
5821,Thief while,0
5822,while supplies,0
5823,supplies last,0
5824,Preregisterâ httpstcopPsjQdiDh,0
5825,Sign Up,0
5826,Up for,0
5827,for Picture,0
5828,Book Paloozaâ,0
5829,Paloozaâ httpstcoVAjfJiUUcf,0
5830,JosephBruchac httpstcoNYEXbXCI,0
5831,thief using,1
5832,using death,1
5833,death as,2
5834,the narrator,2
5835,narrator was,1
5836,was kinda,1
5837,kinda cool,1
5838,cool actually,0
5839,to discuss,1
5840,discuss the,1
5841,th July,0
5842,July PM,0
5843,PM IST,0
5844,IST Book,0
5845,Book Discussion,0
5846,Get the,0
5847,the video,2
5848,video call,1
5849,call link,1
5850,link here,1
5851,here by,1
5852,by clicking,1
5853,clicking on,1
5854,on Request,0
5855,Request to,0
5856,to Join,0
5857,Winner of,0
5858,the Hugo,0
5859,Hugo Nebula,0
5860,Nebula and,0
5861,and Philip,0
5862,Philip K,0
5863,K Dick,0
5864,Dick Awards,0
5865,Awards Neuromancer,0
5866,Neuromancer is,0
5867,a science,2
5868,science fiction,2
5869,fiction masterpieceâa,0
5870,masterpieceâa classic,0
5871,classic that,2
5872,that ranks,2
5873,ranks as,2
5874,as one,3
5875,the twentieth,2
5876,twentieth centuryâs,0
5877,centuryâs most,0
5878,most potent,2
5879,potent visions,2
5880,visions of,2
5881,the future,1
5882,Case was,0
5883,the sharpest,2
5884,sharpest datathief,0
5885,datathief in,0
5886,the matrixâuntil,0
5887,matrixâuntil he,0
5888,httpstcozYdTRbZQ httpstcoJYfpVQeoa,0
5889,httpstcoDxEiIvSqY httpstcopouZqbZKN,0
5890,thief next,1
5891,next ðŸðŸðŸðŸðŸðŸðŸðŸðŸ,0
5892,ðŸðŸðŸðŸðŸðŸðŸðŸðŸ httpstcolXwjsrwL,0
5893,you lord,1
5894,lord Jesus,0
5895,Jesus for,0
5896,for your,2
5897,your sonâïðŸ,0
5898,sonâïðŸ Heaven,0
5899,Heaven is,0
5900,is our,1
5901,our home,0
5902,home The,0
5903,of Mathew,0
5904,Mathew said,0
5905,said do,1
5906,not build,1
5907,build your,2
5908,your treasures,2
5909,treasures here,1
5910,here on,1
5911,on earth,2
5912,earth where,1
5913,where thiefâs,0
5914,thiefâs break,0
5915,break in,1
5916,steal and,1
5917,and where,1
5918,where moths,1
5919,moths eat,1
5920,eat it,1
5921,it up,0
5922,up But,0
5923,But build,0
5924,your treasure,1
5925,treasure in,1
5926,in heaven,1
5927,heaven because,1
5928,because where,1
5929,where your,2
5930,treasures that,1
5931,is where,1
5932,your heart,1
5933,heart will,1
5934,be httpstconCVLxQK,0
5935,theres a,0
5936,tale in,1
5937,the grimm,1
5938,grimm book,1
5939,the three,0
5940,three weavers,0
5941,weavers that,0
5942,that has,2
5943,has the,11
5944,same set,1
5945,set up,1
5946,up as,2
5947,as rumplestiltskin,1
5948,rumplestiltskin you,0
5949,have until,1
5950,until tomorrow,1
5951,tomorrow to,1
5952,to weave,1
5953,weave all,1
5954,all this,1
5955,this shit,0
5956,shit but,0
5957,but instead,1
5958,a rude,1
5959,rude little,1
5960,little baby,1
5961,baby thief,1
5962,thief showing,1
5963,this story,1
5964,story the,1
5965,the girl,1
5966,girl is,1
5967,is saved,1
5968,saved by,1
5969,a polycule,1
5970,polycule of,1
5971,of weird,1
5972,weird lesbians,0
5973,âœA fantastic,0
5974,fantastic book,1
5975,which really,1
5976,really highlights,1
5977,highlights how,1
5978,how screens,1
5979,screens can,1
5980,can take,6
5981,take over,1
5982,our lives,0
5983,lives The,0
5984,The Snaffle,0
5985,Snaffle is,0
5986,wonderful characterâ,0
5987,characterâ The,0
5988,The Teacher,0
5989,Teacher Bookworm,0
5990,buy TheScreenThief,0
5991,TheScreenThief by,0
5992,by me,1
5993,me and,1
5994,TDIllustration through,0
5995,through my,1
5996,my page,1
5997,page on,1
5998,bookshoporgUK ðŸ,0
5999,Science journalist,0
6000,lsaguirre with,1
6001,with interesting,1
6002,interesting appearance,1
6003,appearance on,1
6004,on SiriusXMâs,0
6005,SiriusXMâs âœTop,0
6006,âœTop of,0
6007,of Mindâ,0
6008,Mindâ discussing,0
6009,discussing her,1
6010,her new,1
6011,book âœThe,0
6012,âœThe Memory,0
6013,Memory Thiefâ,0
6014,Thiefâ and,0
6015,all things,1
6016,things amnesia,0
6017,amnesia from,0
6018,from opioidassociated,0
6019,opioidassociated cases,0
6020,cases to,1
6021,to Alzheimers,0
6022,Action and,0
6023,plan Kung,0
6024,Kung Fu,0
6025,Fu Slipknot,0
6026,Slipknot because,0
6027,mamaaari The,0
6028,The Invisible,0
6029,Invisible Life,0
6030,Life of,0
6031,Addie Larue,0
6032,Karl entered,0
6033,entered a,1
6034,a ruined,1
6035,ruined temple,1
6036,temple in,1
6037,in Corvan,0
6038,Corvan looking,0
6039,Only Fate,0
6040,Fate knew,0
6041,the daring,1
6042,daring thief,1
6043,Summertime Reads,0
6044,Reads ðŸšðŸŒž,0
6045,the Day,0
6046,Day ðŸ,0
6047,Back to,0
6048,the Future,0
6049,Future âïââï,0
6050,Download The,0
6051,TimeThief eBook,0
6052,RenLibraries ðŸšðŸ,0
6053,bendemptionstan The,0
6054,SQQISM itâs,0
6055,itâs bc,0
6056,bc youâre,0
6057,a nico,1
6058,nico di,1
6059,di angelo,1
6060,angelo disliker,1
6061,disliker and,1
6062,thatâs why,0
6063,why u,1
6064,u cant,1
6065,cant see,1
6066,see him,1
6067,him as,1
6068,a meow,1
6069,meow meow,1
6070,meow i,1
6071,i accept,1
6072,accept and,1
6073,and love,1
6074,love you,0
6075,you also,0
6076,also thereâs,0
6077,thereâs a,0
6078,a rlly,1
6079,rlly great,1
6080,great bit,1
6081,of writing,1
6082,writing someone,1
6083,someone did,1
6084,did abt,1
6085,abt the,2
6086,thief x,1
6087,x nico,1
6088,nico anyways,1
6089,anyways irrelevant,1
6090,irrelevant but,1
6091,but YES,0
6092,YES not,0
6093,not angsty,0
6094,daybookndiaries You,0
6095,the seven,4
6096,seven husbands,4
6097,husbands of,4
6098,of Evelyn,0
6099,Evelyn Hugo,0
6100,Hugo its,0
6101,its one,1
6102,favs and,1
6103,and maybe,1
6104,maybe the,1
6105,thief too,1
6106,too ALSO,0
6107,ALSO someone,0
6108,someone recommended,1
6109,recommended me,1
6110,me the,2
6111,the Nightingale,0
6112,Nightingale by,0
6113,by Kristin,0
6114,Kristin Hannah,0
6115,Hannah I,0
6116,but people,1
6117,people say,1
6118,say its,1
6119,its goodðŸŠ,0
6120,i hate,2
6121,hate to,2
6122,to say,2
6123,to sound,1
6124,sound ridiculous,1
6125,ridiculous but,1
6126,but if,1
6127,if any,1
6128,any single,1
6129,single childrenâs,0
6130,childrenâs book,0
6131,was going,1
6132,be split,1
6133,split into,1
6134,into movies,1
6135,movies it,1
6136,it should,1
6137,been the,1
6138,The most,0
6139,most you,1
6140,you find,1
6141,find in,1
6142,in free,1
6143,free libraries,1
6144,libraries are,1
6145,are pop,1
6146,pop bestsellers,1
6147,bestsellers and,1
6148,and biographies,0
6149,biographies No,0
6150,No one,0
6151,one is,1
6152,is leaving,1
6153,leaving a,1
6154,a first,2
6155,first edition,2
6156,edition Great,0
6157,Great Gatsby,0
6158,Gatsby so,0
6159,so let,1
6160,let the,2
6161,thief make,0
6162,make off,1
6163,of Catching,0
6164,Catching Fire,0
6165,Fire w,0
6166,w the,0
6167,the hearts,1
6168,hearts over,1
6169,over Peetas,0
6170,Peetas name,0
6171,name and,1
6172,and go,1
6173,go get,1
6174,get a,3
6175,a donut,0
6176,how i,1
6177,feel watching,1
6178,the lighting,2
6179,lighting thief,3
6180,and enjoying,1
6181,enjoying it,1
6182,it bc,1
6183,bc i,1
6184,book so,4
6185,so i,4
6186,have nothing,1
6187,nothing to,1
6188,to compare,1
6189,compare it,1
6190,it to,4
6191,to httpstcoEvKCgTPzS,0
6192,TheStrengthVIII coffee,0
6193,coffee mug,0
6194,Im sure,0
6195,sure Sojiro,0
6196,Sojiro wouldnt,0
6197,wouldnt mind,0
6198,mind you,1
6199,you moving,1
6200,moving in,1
6201,in Though,0
6202,Though if,0
6203,you prefer,0
6204,prefer we,0
6205,a place,1
6206,place of,1
6207,of our,1
6208,our own,1
6209,own instead,0
6210,thief took,2
6211,took off,1
6212,off his,1
6213,his apron,1
6214,apron and,1
6215,made his,1
6216,his way,1
6217,way over,1
6218,the attendant,0
6219,attendant Hand,0
6220,Hand gently,0
6221,gently moved,1
6222,moved the,1
6223,book down,1
6224,down so,1
6225,so he,6
6226,he could,1
6227,could see,1
6228,see and,2
6229,and admire,1
6230,admire her,1
6231,her lovely,1
6232,lovely face,0
6233,fetusrrylvr markus,1
6234,markus zusak,16
6235,zusak wrote,1
6236,thief which,1
6237,is one,4
6238,fav books,1
6239,books he,0
6240,he also,1
6241,wrote i,1
6242,am the,1
6243,the messenger,1
6244,messenger which,1
6245,which iâm,0
6246,read soon,0
6247,soon madeline,0
6248,madeline miller,1
6249,miller wrote,1
6250,achilles also,1
6251,also one,1
6252,books READ,0
6253,READ IT,0
6254,IT and,0
6255,and circe,1
6256,circe which,1
6257,which i,2
6258,i plan,62
6259,plan on,1
6260,on reading,1
6261,reading sometime,1
6262,sometime this,1
6263,im just,0
6264,just thinking,1
6265,thinking about,1
6266,about them,1
6267,them again,1
6268,again cause,1
6269,cause theyre,0
6270,theyre seriously,0
6271,seriously some,1
6272,books the,0
6273,of always,2
6274,always and,1
6275,first abarat,1
6276,abarat book,1
6277,book were,1
6278,were hugely,1
6279,hugely influential,1
6280,influential on,1
6281,me stiiiiill,0
6282,stiiiiill waiting,1
6283,waiting on,1
6284,on clive,1
6285,clive to,1
6286,to finish,3
6287,finish the,4
6288,the abarat,1
6289,abarat series,1
6290,JohnnAEscobar Expanded,0
6291,Expanded and,0
6292,and improved,0
6293,improved on,0
6294,site come,0
6295,read about,1
6296,about Gael,0
6297,Jack in,0
6298,in not,2
6299,not an,1
6300,an easy,1
6301,easy time,1
6302,time to,2
6303,be gay,0
6304,camillaraines Book,0
6305,CTRLSWTNER books,0
6306,books revolving,1
6307,revolving around,1
6308,around important,1
6309,important issues,1
6310,issues that,1
6311,i definitely,1
6312,definitely recommend,1
6313,recommend reading,0
6314,reading to,0
6315,to kill,17
6316,kill a,17
6317,a mockingbird,0
6318,mockingbird the,0
6319,time of,1
6320,the butterflies,0
6321,butterflies the,0
6322,runner and,0
6323,and reasons,1
6324,reasons why,0
6325,Gorillaz and,0
6326,plan Gospel,0
6327,Gospel Watertown,0
6328,Chain and,0
6329,Glam Youth,0
6330,Youth because,0
6331,has Disney,0
6332,vinnytoon pirates,0
6333,pirates of,2
6334,the caribbean,1
6335,caribbean or,1
6336,or the,2
6337,thief probably,0
6338,No holding,0
6339,holding back,1
6340,this review,2
6341,of Loot,0
6342,Loot Britain,0
6343,Britain and,0
6344,the Benin,0
6345,Benin Bronzes,0
6346,Bronzes perhaps,0
6347,perhaps the,0
6348,was never,1
6349,never for,1
6350,for us,1
6351,us in,1
6352,first place,0
6353,TwBookClub Oh,0
6354,Oh dang,0
6355,dang this,0
6356,this sounds,1
6357,sounds intense,0
6358,intense A,0
6359,A controlling,0
6360,controlling secretive,0
6361,secretive client,0
6362,client a,0
6363,a potential,3
6364,potential inside,1
6365,inside job,1
6366,job coverup,0
6367,coverup and,0
6368,thief threatening,1
6369,threatening the,1
6370,characters life,0
6371,life That,0
6372,That adds,0
6373,adds up,1
6374,to an,1
6375,an intense,1
6376,intense book,0
6377,book Congrats,0
6378,Congrats on,0
6379,on BOTD,0
6380,BOTD D,0
6381,JoselynEscobar the,0
6382,thief ðŸº,0
6383,thief httpstcoYjJgzO,0
6384,yingdark Star,0
6385,Star Wars,0
6386,Wars Episode,0
6387,Episode IV,0
6388,IV Halo,0
6389,Halo Combat,0
6390,Combat Evolved,0
6391,Evolved MIA,0
6392,MIA by,0
6393,by Avenged,0
6394,Avenged Sevenfold,0
6395,Sevenfold Clair,0
6396,Clair De,0
6397,De Lune,0
6398,Lune by,0
6399,by Kamasi,0
6400,Kamasi Washington,0
6401,Washington The,0
6402,psjalibrarians httpstcoUdXiltUK,0
6403,plan Amy,0
6404,Amy ampReading,0
6405,scorpiowaif kafka,1
6406,kafka on,1
6407,the shore,0
6408,KarinaCwrites This,0
6409,a lovely,1
6410,lovely idea,1
6411,idea ðŸŠ,0
6412,My YA,0
6413,YA fantasy,0
6414,fantasy novel,1
6415,novel is,1
6416,The Wing,0
6417,Wing Thief,0
6418,Also HIGHLY,0
6419,HIGHLY recommend,0
6420,recommend Storms,0
6421,Storms Child,0
6422,Child by,0
6423,The Scars,0
6424,Scars of,0
6425,of Gaia,0
6426,Gaia by,0
6427,rplauer The,0
6428,The Doll,0
6429,Doll Dilemma,0
6430,Dilemma by,0
6431,Ethan Murphy,0
6432,Murphy book,0
6433,series by,2
6434,thief httpstcojxYA,0
6435,SynchYourMind Immortals,0
6436,take root,5
6437,root and,5
6438,and turn,5
6439,monsters httpstconsCcSqiHc,0
6440,httpstconsCcSqiHc ebooks,0
6441,Historical Mediterranean,0
6442,A fun,0
6443,fun escape,1
6444,escape read,1
6445,read into,1
6446,a contemporary,1
6447,contemporary young,1
6448,young adult,2
6449,adult novel,0
6450,novel Grab,0
6451,Grab a,0
6452,Thief now,0
6453,now fairytale,0
6454,fairytale thriller,0
6455,thriller fiction,0
6456,fiction book,0
6457,book readnow,0
6458,readnow reading,0
6459,reading available,0
6460,available at,1
6461,at Amazon,0
6462,Amazon gt,0
6463,gt httpstcoJFHNtOIOOj,0
6464,httpstcoJFHNtOIOOj httpstcogtpzuiOR,0
6465,Heres the,0
6466,book site,0
6467,site httpstcosGQhelgfU,0
6468,httpstcosGQhelgfU httpstcosZfvthSiZ,0
6469,zoislost I,0
6470,Thief which,0
6471,is titled,1
6472,titled Death,0
6473,Death and,0
6474,and Chocolate,0
6475,Chocolate and,0
6476,favorite chapter,1
6477,chapter names,1
6478,names of,1
6479,anything ever,0
6480,ever and,0
6481,I strap,0
6482,strap myself,1
6483,myself in,1
6484,and dont,0
6485,dont stop,0
6486,stop reading,1
6487,book until,2
6488,until its,0
6489,its over,0
6490,FirstBook YES,0
6491,YES booktok,0
6492,booktok has,1
6493,has made,2
6494,made my,1
6495,my reading,1
6496,reading slump,2
6497,slump diminish,1
6498,diminish and,1
6499,and got,1
6500,got me,2
6501,me reading,1
6502,reading great,1
6503,great books,1
6504,books such,1
6505,such as,0
6506,the raven,1
6507,raven boys,0
6508,boys and,0
6509,and children,2
6510,children of,1
6511,of blood,1
6512,blood and,1
6513,and bone,0
6514,bone all,0
6515,all amazing,1
6516,amazing reads,0
6517,GavinGeddes Immortals,0
6518,like of,0
6519,the way,2
6520,way through,2
6521,thief rn,0
6522,sychuma dont,0
6523,Fantasy Zeppelin,0
6524,Zeppelin because,0
6525,has Led,0
6526,Led Zeppelin,0
6527,Zeppelin s,0
6528,every month,0
6529,month i,1
6530,i reread,1
6531,reread the,1
6532,by markus,43
6533,markus zuzak,1
6534,zuzak spelling,0
6535,spelling just,0
6536,just to,1
6537,to feel,3
6538,feel somethings,0
6539,joebunting Anne,0
6540,Anne of,0
6541,of Green,0
6542,Green Gables,0
6543,Gables The,0
6544,and Frankenstein,0
6545,businessgoth Facts,0
6546,Facts facts,0
6547,facts Iâve,0
6548,Iâve not,0
6549,but yeah,1
6550,yeah lol,1
6551,lol the,1
6552,the Holocaust,0
6553,Holocaust and,0
6554,children is,1
6555,a whole,1
6556,whole ass,1
6557,ass thing,1
6558,thing boy,0
6559,pajamas feels,1
6560,feels like,1
6561,most egregious,1
6562,egregious example,0
6563,businessgoth I,0
6564,really hate,1
6565,hate the,1
6566,the âœpure,0
6567,âœpure children,0
6568,children vs,1
6569,the horror,1
6570,horror of,1
6571,of warâ,0
6572,warâ trope,0
6573,trope I,0
6574,will give,1
6575,give jojo,1
6576,rabbit a,1
6577,a pass,0
6578,pass but,0
6579,but only,2
6580,only because,2
6581,they actually,1
6582,actually did,2
6583,it well,2
6584,well and,1
6585,and capitalized,1
6586,capitalized on,1
6587,on absurdityâ,0
6588,absurdityâ and,0
6589,and also,1
6590,also the,3
6591,I havenât,0
6592,it in,2
6593,in years,1
6594,years and,2
6595,I liked,0
6596,liked it,1
6597,lot then,1
6598,then lmao,0
6599,kuboluvr maximum,1
6600,maximum ride,1
6601,ride series,1
6602,book ever,2
6603,but also,1
6604,the battle,1
6605,battle dress,0
6606,dress frat,0
6607,frat girl,1
6608,girl girl,0
6609,girl in,1
6610,in pieces,2
6611,pieces which,0
6612,which can,0
6613,be vvv,1
6614,vvv triggering,1
6615,triggering btw,0
6616,btw they,0
6617,end whats,0
6618,whats left,1
6619,left of,1
6620,of me,2
6621,me series,0
6622,series the,0
6623,and between,1
6624,between shades,1
6625,gray D,0
6626,D those,0
6627,those r,1
6628,r just,1
6629,just some,1
6630,my favorites,0
6631,Rutambi To,0
6632,To nice,0
6633,nice people,0
6634,read Markus,0
6635,Markus zusaks,0
6636,zusaks The,0
6637,thief you,1
6638,you should,2
6639,should try,1
6640,try it,1
6641,it too,0
6642,Basketball and,0
