,words,repeated
3853,Jack Walker,0
3854,Walker from,0
3855,from Kansas,0
3856,Kansas and,0
3857,and nothing,1
3858,nothing was,1
3859,was ever,1
3860,ever the,1
3861,same again,0
3862,again LGBTQ,0
3863,LGBTQ saintsinner,0
3864,Now reading,0
3865,Zusak httpstcomiSBJEWwC,0
3866,bryanbehar One,0
3867,One of,0
3868,books âœThe,0
3869,Thiefâ is,0
3870,is another,1
3871,another great,1
3872,great one,0
3873,CarynnBohley The,0
3874,Thief what,0
3875,what a,2
3876,a waste,1
3877,waste of,1
3878,money It,0
3879,was boring,0
3880,i truly,1
3881,truly believe,1
3882,believe that,1
3883,that out,2
3884,the books,2
3885,books i,2
3886,read that,1
3887,that all,2
3888,the light,4
3889,light we,4
3890,not see,0
3891,see had,1
3892,had the,3
3893,the th,1
3894,th saddest,1
3895,saddest ending,1
3896,the others,1
3897,others being,0
3898,the bell,1
3899,bell jar,0
3900,Title The,0
3901,Author Rick,0
3902,Rick Riordan,0
3903,was only,1
3904,only briefly,1
3905,briefly hard,1
3906,hard for,1
3907,for me,2
3908,me to,1
3909,to get,3
3910,get into,0
3911,into but,0
3912,but after,1
3913,after I,0
3914,did it,3
3915,was amazing,0
3916,amazing Annabelle,0
3917,Annabelle is,0
3918,favorite character,0
3919,character I,0
3920,I loved,0
3921,loved that,2
3922,book introduced,1
3923,introduced you,1
3924,to so,1
3925,many characters,1
3926,characters and,1
3927,and it,5
3928,it wasnât,0
3929,wasnât overwhelming,0
3930,overwhelming httpstcofUApdT,0
3931,officialNobara perks,0
3932,perks of,5
3933,of being,4
3934,being a,6
3935,a wallflower,0
3936,wallflower a,0
3937,a tale,2
3938,tale for,2
3939,the time,3
3940,time being,0
3941,being the,1
3942,to hell,1
3943,hell and,1
3944,of sinsðŸðŸðŸðŸ,0
3945,Brainhumour The,0
3946,Markus Zesus,0
3947,Itâs Friday,0
3948,Friday so,0
3949,so hereâs,0
3950,hereâs my,0
3951,my glass,1
3952,glass of,1
3953,of wine,1
3954,wine with,1
3955,book which,2
3956,which this,1
3957,this week,1
3958,week is,2
3959,scholasticuk httpstcopJCteeXHP,0
3960,bookchicago s,0
3961,s selection,0
3962,Zusak You,0
3963,will get,1
3964,get to,2
3965,thief Liesel,0
3966,Liesel and,0
3967,and her,2
3968,her story,1
3969,story of,1
3970,of unassailable,1
3971,unassailable hope,1
3972,hope and,1
3973,and kindness,0
3974,kindness httpstcomYOOVtnOYX,0
3975,OBOCat httpstcoJIrJgSXU,0
3976,IDickson Everyone,0
3977,Everyone needs,0
3978,needs to,2
3979,watch the,1
3980,Thief at,0
3981,at least,2
3982,least once,0
3983,This book,0
3984,is such,4
3985,a gift,1
3986,gift to,1
3987,to women,0
3988,women like,0
3989,like me,0
3990,me who,0
3991,who have,1
3992,have suffered,1
3993,suffered concussion,0
3994,concussion I,0
3995,I devoured,0
3996,devoured it,0
3997,it I,0
3998,I revelled,0
3999,revelled in,1
4000,in it,1
4001,I offer,0
4002,offer deep,1
4003,deep gratitude,1
4004,gratitude for,1
4005,for these,1
4006,these eloquent,1
4007,eloquent women,1
4008,women courageously,1
4009,courageously sharing,1
4010,sharing their,1
4011,their personal,1
4012,personal stories,1
4013,stories about,1
4014,invisible thief,1
4015,that is,3
4016,is concussion,0
4017,Shelagh Rogers,0
4018,Rogers CBC,0
4019,CBC Radio,0
4020,Woke up,0
4021,that To,0
4022,To Love,0
4023,Love A,0
4024,Thief had,0
4025,had jumped,1
4026,jumped waaaayyyy,1
4027,waaaayyyy up,1
4028,up in,3
4029,the Amazon,0
4030,Amazon book,0
4031,book rankings,1
4032,rankings by,0
4033,by over,0
4034,over million,0
4035,million and,0
4036,and my,4
4037,my other,1
4038,other book,2
4039,the top,1
4040,top k,0
4041,k for,0
4042,a little,3
4043,little bit,0
4044,Made my,0
4045,my day,0
4046,fatimasdiaries reading,1
4047,currently itâs,0
4048,itâs the,0
4049,Current Listen,0
4050,Listen The,0
4051,Zusak This,0
4052,an amazing,2
4053,amazing and,3
4054,and beautiful,1
4055,beautiful story,0
4056,story The,0
4057,The narrator,0
4058,narrator Allen,0
4059,Allen Corduner,0
4060,Corduner does,0
4061,does not,2
4062,not miss,1
4063,miss a,1
4064,a beat,1
4065,beat with,1
4066,with his,2
4067,his unbelievable,1
4068,unbelievable navigation,1
4069,navigation of,1
4070,this intricate,1
4071,intricate tale,0
4072,tale thebookthief,0
4073,thebookthief audiobooks,0
4074,audiobooks narration,0
4075,narration currentlyreading,0
4076,currentlyreading listening,0
4077,listening httpstcogSKblnIni,0
4078,calmtitss Currently,0
4079,Currently it,0
4080,it changes,0
4081,changes every,1
4082,every week,1
4083,week lol,0
4084,lol itâs,0
4085,boboobman beteeen,1
4086,beteeen shades,1
4087,shades of,3
4088,of gray,1
4089,gray speak,0
4090,speak everything,0
4091,everything everything,0
4092,everything perks,1
4093,wallflower they,0
4094,they both,6
4095,both die,6
4096,die at,6
4097,end the,0
4098,the boy,2
4099,striped pajamas,1
4100,pajamas making,0
4101,making bombs,1
4102,bombs for,1
4103,for hitler,1
4104,hitler itâs,0
4105,itâs not,0
4106,not as,1
4107,as bad,1
4108,bad as,1
4109,it sounds,0
4110,sounds looking,0
4111,for alaska,0
4112,alaska the,0
4113,thief any,0
4114,any percy,1
4115,jackson book,2
4116,watch Asian,0
4117,Asian Action,0
4118,Action type,0
4119,has Korn,0
4120,teacherteacher Black,0
4121,Black Brother,0
4122,Brother Black,0
4123,Brother and,0
4124,and Ghost,0
4125,Ghost Boys,0
4126,Boys by,0
4127,Harbor Me,0
4128,Me by,0
4129,How I,0
4130,I Became,0
4131,Became a,0
4132,a Ghost,0
4133,Ghost by,0
4134,The Graveyard,0
4135,Graveyard Book,0
4136,Book by,0
4137,Thief of,0
4138,of Always,0
4139,Always by,0
4140,PatienceAgbabi launched,0
4141,launched The,0
4142,The Leap,0
4143,Leap Cycle,0
4144,Cycle a,0
4145,a timetravel,0
4146,timetravel adventures,0
4147,adventures series,1
4148,series for,1
4149,for â,0
4150,â year,0
4151,year olds,1
4152,olds with,1
4153,a neurodivergent,1
4154,neurodivergent cast,1
4155,cast of,1
4156,of characters,0
4157,Patience will,0
4158,will join,1
4159,join us,5
4160,us to,2
4161,to talk,1
4162,talk about,2
4163,about The,0
4164,The TimeThief,0
4165,TimeThief on,0
4166,on World,0
4167,World Brain,0
4168,Brain Day,0
4169,Day July,0
4170,book our,1
4171,our free,1
4172,free online,1
4173,online event,1
4174,event httpstcoLTOBiTcHn,0
4175,httpstcoLTOBiTcHn httpstcoShZgMbHKj,0
4176,In case,0
4177,case you,1
4178,you couldnt,0
4179,couldnt be,0
4180,be there,1
4181,there live,0
4182,karmathief chatted,0
4183,chatted with,1
4184,with Space,0
4185,Space Corps,0
4186,Corps cocreator,0
4187,cocreator Gannon,0
4188,Gannon Beck,0
4189,Beck about,0
4190,the unique,1
4191,unique origins,1
4192,origins of,1
4193,and his,2
4194,his journey,1
4195,journey to,1
4196,to bring,2
4197,bring this,1
4198,to life,0
4199,life httpstcoEdJDpaMXv,0
4200,EdanClay There,0
4201,There are,0
4202,are many,0
4203,many but,0
4204,but one,1
4205,one that,1
4206,that really,2
4207,really stands,1
4208,stands out,1
4209,out for,1
4210,me is,1
4211,book httpstcopdzoifKE,0
4212,httpstcopdzoifKE shopmycloset,0
4213,Thief httpstcoNYmFEWWBH,0
4214,TeamEnglish My,0
4215,My daughter,0
4216,daughter read,1
4217,in yr,1
4218,yr and,1
4219,and loved,1
4220,loved it,0
4221,I get,0
4222,get the,4
4223,the swearing,0
4224,swearing but,0
4225,but we,1
4226,we just,1
4227,just skip,1
4228,skip over,1
4229,the words,3
4230,words when,1
4231,when reading,0
4232,reading We,0
4233,We dont,0
4234,dont do,0
4235,do tutor,1
4236,tutor reading,1
4237,reading in,1
4238,in KS,0
4239,KS Although,0
4240,Although none,0
4241,none of,1
4242,of those,2
4243,those have,1
4244,have made,2
4245,made the,2
4246,the final,1
4247,final cut,1
4248,cut so,1
4249,so it,1
4250,it doesnt,0
4251,doesnt matter,0
4252,July Blake,0
4253,Blake Shelton,0
4254,Shelton helps,0
4255,helps apprehend,1
4256,apprehend a,1
4257,at his,2
4258,his uncles,0
4259,uncles house,0
4260,house in,2
4261,in Ada,0
4262,Ada Oklahoma,0
4263,Oklahoma Shelton,0
4264,Shelton keeps,0
4265,keeps the,1
4266,the intruder,1
4267,intruder on,1
4268,the porch,1
4269,porch until,1
4270,until the,2
4271,the arrival,1
4272,arrival of,1
4273,the police,0
4274,police who,0
4275,who book,1
4276,book him,1
4277,him for,1
4278,for burglary,1
4279,and public,1
4280,public intoxication,0
4281,gwenstefani Shefani,0
4282,Shefani httpstcoBbEjsIfd,0
4283,Abramjee Yesterday,0
4284,Yesterday CEO,0
4285,CEO of,0
4286,of company,1
4287,company that,1
4288,that creates,1
4289,creates work,1
4290,the disabled,1
4291,disabled murdered,1
4292,murdered by,1
4293,by a,7
4294,a burglar,0
4295,burglar Not,0
4296,Not by,0
4297,a foreigner,0
4298,foreigner Will,0
4299,Will the,0
4300,the murderer,1
4301,murderer be,1
4302,be caught,1
4303,caught and,1
4304,and brought,1
4305,brought to,1
4306,years ago,1
4307,ago retired,0
4308,retired person,1
4309,person near,1
4310,near me,1
4311,me was,1
4312,was knifed,1
4313,knifed by,1
4314,thief and,22
4315,and luckily,1
4316,luckily not,1
4317,not badly,1
4318,badly injured,0
4319,Then this,0
4320,this httpstcouBIsZyMW,0
4321,jonoread One,0
4322,my favourite,1
4323,favourite books,1
4324,But for,0
4325,for something,1
4326,something a,1
4327,bit lighter,0
4328,No Shame,0
4329,Shame by,0
4330,by Tom,0
4331,Tom Allen,0
4332,a morning,1
4333,morning of,1
4334,of Storyhunting,0
4335,Storyhunting with,0
4336,with our,1
4337,our friends,2
4338,friends from,2
4339,HFCronton who,0
4340,who are,1
4341,are coming,1
4342,coming to,1
4343,to join,1
4344,us on,1
4345,the Summer,0
4346,Summer Trail,0
4347,Bears is,0
4348,is missing,1
4349,missing from,1
4350,pages of,1
4351,amp we,0
4352,we need,1
4353,need the,1
4354,the Year,0
4355,Year pupils,0
4356,pupils from,1
4357,from Holy,0
4358,Holy Family,0
4359,Family to,0
4360,help us,2
4361,us rescue,1
4362,rescue the,1
4363,story httpstcobrfLhCi,0
4364,We hope,0
4365,hope you,3
4366,are well,0
4367,well The,0
4368,the week,1
4369,Thief Lord,0
4370,Lord by,0
4371,by Cornelia,0
4372,Cornelia Funke,0
4373,Watch Funke,0
4374,Funke talk,0
4375,about her,1
4376,book here,0
4377,here httpstcoMBLvgGrTwm,0
4378,httpstcoMBLvgGrTwm httpstcolOThWTEgxL,0
4379,Fantasy Teen,0
4380,Teen Spirit,0
4381,Spirit because,0
4382,has Nirvana,0
4383,Nirvana s,0
4384,ðŸ httpstcoqeAHRZlGYR,0
4385,watch Cult,0
4386,Cult SciFi,0
4387,Floyd and,0
4388,plan Psychedelia,0
4389,Psychedelia Mediterranean,0
4390,Garret Peku,0
4391,Tortle Thief,0
4392,Thief yo,0
4393,SHELL Spiked,0
4394,ATTIRE Dirtied,0
4395,Dirtied robe,0
4396,DETAIL Large,0
4397,Large book,0
4398,book leather,0
4399,HOBBY Justice,0
4400,ABOUT Innocents,0
4401,Innocents suffer,0
4402,suffer the,1
4403,the arrogance,1
4404,arrogance of,1
4405,the powerful,0
4406,DnD dnde,0
4407,dnde DnDcharacter,0
4408,Noxzadube And,0
4409,And your,0
4410,your dad,1
4411,dad was,1
4412,was also,2
4413,also scared,1
4414,scared to,1
4415,bring him,1
4416,him to,1
4417,a fucken,1
4418,fucken years,1
4419,years of,1
4420,of misrule,0
4421,misrule Instead,0
4422,Instead he,0
4423,he focused,1
4424,focused on,1
4425,the till,0
4426,till fucken,0
4427,fucken Thief,0
4428,Thief must,0
4429,must rot,1
4430,rot in,1
4431,in jail,0
4432,desecondhermit mmm,1
4433,mmm oki,1
4434,oki bestie,1
4435,bestie try,1
4436,try these,1
4437,these books,0
4438,the song,5
4439,of achilles,2
4440,how to,2
4441,to make,4
4442,make friend,1
4443,friend with,1
4444,with the,9
4445,the dark,0
4446,the perks,1
4447,HeWhoDefiesFate Yes,0
4448,Yes This,0
4449,a scrapbook,1
4450,scrapbook of,1
4451,your growth,1
4452,growth into,1
4453,into a,3
4454,a legendary,1
4455,legendary thief,0
4456,thief as,0
4457,as well,2
4458,well as,1
4459,the myriad,1
4460,myriad pieces,1
4461,pieces of,1
4462,your soul,1
4463,soul that,1
4464,I had,0
4465,had started,1
4466,started to,2
4467,to love,1
4468,love even,0
4469,even in,1
4470,my split,1
4471,split form,0
4472,She would,0
4473,would chuckle,0
4474,chuckle if,0
4475,if she,1
4476,she were,1
4477,were Caroline,0
4478,Caroline she,0
4479,she would,2
4480,never have,1
4481,have let,1
4482,let that,1
4483,that slip,0
4484,slip but,0
4485,but being,1
4486,being whole,1
4487,whole lets,1
4488,lets her,1
4489,Thrillers and,0
4490,plan Seven,0
4491,Seven Jude,0
4492,Jude because,0
4493,Beatles s,0
4494,Thanks to,0
4495,to Markus,0
4496,Zusak author,0
4497,Thief for,0
4498,for throwing,1
4499,throwing his,1
4500,his support,1
4501,support behind,1
4502,behind our,1
4503,our campaign,0
4504,campaign ðŸŒðŸš,0
4505,ðŸŒðŸš TheBookThief,0
4506,TheBookThief ManyanaMatters,0
4507,ManyanaMatters httpstcosJYOPyX,0
4508,Characters that,0
4509,that give,1
4510,give me,1
4511,me masc,1
4512,masc gender,1
4513,gender euphoria,1
4514,euphoria but,1
4515,they get,1
4516,get progressively,1
4517,progressively weirder,0
4518,The Doctor,0
4519,Doctor specifically,0
4520,specifically the,0
4521,Moxie from,0
4522,from Helluva,0
4523,Helluva Boss,0
4524,Doctor Strange,0
4525,Barron Zemo,0
4526,Any masc,0
4527,masc Sith,0
4528,Sith Lord,0
4529,John Smith,0
4530,Smith from,0
4531,from high,1
4532,high castle,0
4533,Death from,0
4534,All of,0
4535,of FMA,0
4536,TeamEnglish We,0
4537,We have,0
4538,a The,0
4539,and Gatsby,0
4540,Gatsby in,0
4541,our DRETReads,0
4542,DRETReads programme,0
4543,programme we,0
4544,we are,3
4545,are about,1
4546,about to,1
4547,to take,1
4548,take some,1
4549,some feedback,1
4550,feedback so,1
4551,so we,1
4552,can share,1
4553,share if,1
4554,TeamEnglish I,0
4555,I used,0
4556,used catcher,1
4557,catcher in,1
4558,the rye,1
4559,rye in,1
4560,in Yr,0
4561,Yr and,0
4562,bit delicate,1
4563,delicate there,1
4564,there very,1
4565,very adult,1
4566,adult content,0
4567,content I,0
4568,I taught,0
4569,taught Things,0
4570,Things fall,0
4571,fall apart,1
4572,apart for,1
4573,for A,0
4574,A level,0
4575,level I,0
4576,I think,0
4577,think they,2
4578,they would,1
4579,would struggle,1
4580,struggle in,1
4581,in tutor,1
4582,tutor Also,0
4583,Also Gatsby,0
4584,Gatsby I,0
4585,would keep,1
4586,keep for,1
4587,for Yr,0
4588,think the,2
4589,the narrative,1
4590,narrative might,1
4591,might be,2
4592,be hard,1
4593,hard to,3
4594,to follow,1
4595,follow in,1
4596,in tutortime,0
4597,BookReview of,0
4598,of ThePrinceAndThePuppetThief,0
4599,ThePrinceAndThePuppetThief from,0
4600,from ReadersFavorite,0
4601,ReadersFavorite httpstcoGxBHfAXL,0
4602,The funny,0
4603,funny and,1
4604,and clever,1
4605,clever book,0
4606,The Blacktongue,0
4607,Blacktongue Thief,0
4608,Thief was,0
4609,was released,1
4610,released recently,1
4611,recently and,1
4612,and is,4
4613,is worth,1
4614,worth a,1
4615,a read,4
4616,or even,1
4617,even a,2
4618,a reread,0
4619,reread ChristopherBuehlman,0
4620,ChristopherBuehlman torbooks,0
4621,fantasy humor,0
4622,humor netgalley,0
4623,netgalley theblacktonguethief,0
4624,httpstcojkepybfD httpstcolQORNHPI,0
4625,watch Horror,0
4626,Horror type,0
4627,to Muse,0
4628,Muse and,0
4629,plan Alternative,0
4630,Alternative Watertown,0
4631,Iâve just,0
4632,finished The,0
4633,Thief Thatâs,0
4634,Thatâs the,0
4635,the third,4
4636,third time,1
4637,time and,4
4638,and for,1
4639,time I,0
4640,I wept,0
4641,wept like,1
4642,a baby,0
4643,baby No,0
4644,No other,0
4645,book has,1
4646,has ever,1
4647,ever had,1
4648,had that,1
4649,that effect,1
4650,effect on,1
4651,on me,1
4652,TeamEnglish The,0
4653,The Hate,0
4654,Hate U,0
4655,U Give,0
4656,Give has,0
4657,has an,1
4658,an awful,1
4659,awful lot,1
4660,of swearing,0
4661,swearing we,0
4662,have that,1
4663,on our,2
4664,our Year,0
4665,Year list,0
4666,list Also,0
4667,Also The,0
4668,is quite,1
4669,quite heavy,1
4670,heavy and,1
4671,and thats,0
4672,thats on,0
4673,why Im,0
4674,Im so,0
4675,so goddam,1
4676,goddam busy,1
4677,busy all,1
4678,I WILL,0
4679,WILL OUTRUN,0
4680,OUTRUN THAT,0
4681,THAT BOOKTHIEFWRITING,0
4682,BOOKTHIEFWRITING MOTHERFUCKER,0
4683,MOTHERFUCKER httpstcoAKWhNXjDxn,0
4684,Family type,0
4685,to Queen,0
4686,Queen and,0
4687,plan Art,0
4688,Art Mediterranean,0
4689,passionatelouie lore,0
4690,red white,0
4691,white and,1
4692,and royal,1
4693,royal blue,0
4694,of mice,1
4695,mice and,1
4696,and men,1
4697,of achillies,0
4698,the gravity,0
4699,gravity of,1
4700,of us,1
4701,Cult Comedies,0
4702,plan TheRoom,0
4703,TheRoom ampReading,0
4704,to Peruvian,0
4705,Peruvian sky,0
4706,sky lodges,3
4707,lodges and,3
4708,and hanging,3
4709,hanging hotels,3
4710,hotels at,2
4711,maniaccrying The,0
4712,EdanClay So,0
4713,So many,0
4714,many to,1
4715,to choose,2
4716,choose from,0
4717,from A,0
4718,A few,0
4719,few that,1
4720,that come,1
4721,come to,1
4722,to mind,0
4723,When Breath,0
4724,Breath Becomes,0
4725,Becomes Air,0
4726,Air by,0
4727,by Paul,0
4728,Paul Kalanithi,0
4729,Trevor Noah,0
4730,Noah Born,0
4731,Born A,0
4732,A Crime,0
4733,Reader by,0
4734,by Bernard,0
4735,Bernard Schlink,0
4736,The Things,0
4737,Things They,0
4738,They Carried,0
4739,Carried by,0
4740,by Tim,0
4741,Tim OBrien,0
4742,Night bt,0
4743,bt Elie,0
4744,Elie Wiesel,0
4745,Mystic River,0
4746,River by,0
4747,by Dennis,0
4748,Dennis Lehane,0
4749,SciFi Dramas,0
4750,Dramas type,0
4751,Placebo and,0
4752,plan Glam,0
4753,Glam Intheair,0
4754,Intheair because,0
4755,has Peruvian,0
4756,hotels in,1
4757,anubhavkaro The,0
4758,love yourself,1
4759,yourself like,1
4760,like your,1
4761,your life,2
4762,life depends,1
4763,depends on,1
4764,on it,0
4765,my tbr,0
4766,tbr aka,1
4767,aka chaos,0
4768,So hard,0
4769,choose but,1
4770,would strongly,1
4771,strongly recommend,1
4772,recommend either,1
4773,either Markus,0
4774,Markus Zusaks,0
4775,Zusaks The,0
4776,Thief or,0
4777,or Mark,0
4778,Mark Helprins,0
4779,Helprins Winters,0
4780,Winters Tale,0
4781,Tale for,0
4782,for fiction,0
4783,fiction Nonfiction,0
4784,Nonfiction Bill,0
4785,Bill Brysons,0
4786,Brysons At,0
4787,At Home,0
4788,Home or,0
4789,or Adam,0
4790,Adam Rutherfords,0
4791,Rutherfords A,0
4792,A Brief,0
4793,Brief History,0
4794,History of,0
4795,of Everyone,0
4796,Everyone Who,0
4797,Who Ever,0
4798,Ever Lived,0
4799,The dad,0
4800,dad in,1
4801,thief moments,1
4802,moments before,1
4803,before he,1
4804,he got,1
4805,got blown,1
4806,blown to,1
4807,to smitherines,1
4808,smitherines httpstcoMamFOdOWQ,0
4809,gotchasapnap iâm,0
4810,iâm obsessed,0
4811,obsessed with,1
4812,called all,1
4813,the things,3
4814,things they,2
4815,they carried,1
4816,carried i,0
4817,i also,1
4818,also just,1
4819,finished they,1
4820,end pain,0
4821,klhicks The,0
4822,Thief Hands,0
4823,Hands down,0
4824,itismedaphne the,1
4825,KAIDENISDUMB ALSDKMF,0
4826,ALSDKMF THIS,0
4827,THIS TOOK,0
4828,TOOK ME,0
4829,ME A,0
4830,A MINUTE,0
4831,MINUTE TO,0
4832,TO REALIZE,0
4833,REALIZE YOU,0
4834,YOU MEANT,0
4835,MEANT THE,0
4836,THE THIEF,0
4837,THIEF LORD,0
4838,LORD YES,0
4839,YES i,0
4840,i loved,4
4841,book i,10
4842,remember grabbing,1
4843,grabbing it,1
4844,the library,1
4845,library simply,1
4846,simply bc,1
4847,bc the,1
4848,the front,1
4849,front cover,1
4850,cover looked,1
4851,looked so,1
4852,so pretty,1
4853,pretty i,0
4854,i didnt,0
4855,didnt even,0
4856,even realize,1
4857,realize it,1
4858,was the,13
4859,same author,1
4860,author until,1
4861,until now,0
4862,DurgapalSeema Gael,0
4863,new home,0
4864,home a,0
4865,site I,0
4866,I signed,0
4867,signed with,1
4868,with Webnovel,0
4869,Webnovel Right,0
4870,Right now,0
4871,now the,1
4872,is in,2
4873,in which,1
4874,which Im,0
4875,Im going,0
4876,going to,5
4877,to expand,1
4878,expand a,1
4879,lot Pls,0
4880,Pls come,0
4881,read Leave,0
4882,Leave me,0
4883,me a,3
4884,a comment,0
4885,comment httpstcoZTFSer,0
4886,watch Biographical,0
4887,Biographical Documentaries,0
4888,Folkrock Greece,0
4889,amrossignolo Percy,0
4890,the Lightning,0
4891,by Rick,0
4892,Riordan I,0
4893,love this,2
4894,this entire,1
4895,entire series,0
4896,series Incorporating,0
4897,Incorporating the,0
4898,the ancient,1
4899,ancient Greek,0
4900,Greek myths,0
4901,myths into,1
4902,into everyday,1
4903,everyday life,0
4904,life with,0
4905,the main,2
4906,main characters,2
4907,characters being,1
4908,being demigods,0
4909,she compared,0
4910,compared this,1
4911,this sleazy,1
4912,sleazy porn,1
4913,porn lawyerextortionistthief,0
4914,lawyerextortionistthief sounds,0
